soil_texture,soil_type,pH,initial_moisture,moisture_after_24hr,drainage_rate,electrical_conductivity,nitrogen,phosphorus,potassium,organic_carbon,temperature,soil_quality_score
Clayey,Black Soil,7.987571193673384,72.76710556955182,67.30954246660112,5.457563102950701,0.5313266017276772,56.25749813377644,12.784907422351903,206.48413645504343,0.5100840800549848,29.110956026007067,68.52
Sandy,Black Soil,7.521823396775489,63.47343326258843,29.4750998057157,33.99833345687273,0.9816972171067753,42.40672733847368,28.736449240661837,110.45157585720476,0.6991369058526767,29.187933190741614,74.13
Sandy,Black Soil,8.481297090497247,62.60157790962051,30.293368259813214,32.308209649807296,0.8270873007370372,27.923905310389607,21.306605091432196,192.78649733766724,0.5769590187332744,34.72005329631537,58.27
Loamy,Black Soil,7.614095784887933,66.08527272696466,51.988234494443745,14.097038232520916,0.6126584649756175,30.03866645361192,27.012321156822757,212.24455765650498,0.5453740486204803,30.233909113743664,73.1
Sandy,Black Soil,8.222814303208484,61.14768871869217,27.546291785197823,33.60139693349435,0.8539175486148843,41.741528693705845,11.634506914935566,191.6601283057313,0.5203005085700004,29.84696287130047,58.77
Sandy,Black Soil,8.349975371480662,61.65774540163276,27.200763931629936,34.45698147000282,0.7311477805003036,36.47062166338034,23.019469343019082,209.0863738813811,0.7007067011987325,25.622731058818857,65.64
Silty,Black Soil,7.959239877596958,67.12502648770332,46.480201167073446,20.644825320629877,0.8931390996920165,28.054551285438976,15.172416697760776,132.94127068645918,0.5155869732662806,28.302150648714974,60.39
Clayey,Black Soil,7.704881274150712,72.56751505688635,63.93181404035879,8.635701016527563,0.9397909274757645,54.82313700184028,14.775924227630785,190.24786883619763,0.7633490234456123,34.849896561408755,75.23
Sandy,Black Soil,7.565204591260492,67.7201247630999,42.448450550844306,25.271674212255597,0.9546101029307801,41.54807191810857,19.956250160685805,121.09473999132612,0.6391794130436999,31.56780104724294,70.94
Sandy,Black Soil,8.275611850925328,68.22103160600226,39.41683153092663,28.804200075075627,0.6018832295638445,40.93318524778965,15.742759161691511,258.5708838067679,0.7893429961702435,30.775933658811574,71.13
Clayey,Black Soil,7.895970472662455,71.34582417550304,60.760425058191785,10.585399117311255,0.76651443362307,26.31819291341392,23.917982363376048,258.6522700876509,0.7745270205221131,28.167616770675266,74.9
Sandy,Black Soil,7.776904487377809,68.57179256998754,34.51036002232988,34.06143254765766,0.5703557640243793,28.0806267360996,13.684496784760523,278.7979420015741,0.7950564418145667,31.542925523249618,76.03
Sandy,Black Soil,8.115298025069801,61.521042832222726,32.11780864853924,29.403234183683487,0.9412081842036694,52.14414141766141,20.104135471532764,293.4253230518341,0.525039225496815,29.177609792750996,66.29
Clayey,Black Soil,8.134671273253941,74.84110319036498,65.1656631987396,9.675439991625382,0.940963879152322,37.099587516824606,13.244668115649587,102.5215039951518,0.5497864685887355,30.597556836383824,59.18
Silty,Black Soil,8.390258053017803,67.27399622122677,47.23852086464266,20.035475356584108,0.8657482451701812,27.49647776390329,27.163541063143278,263.81270277233125,0.5238219753929089,30.407937549855443,62.33
Sandy,Black Soil,7.971167898932815,67.10242798623311,38.95892685439563,28.143501131837482,0.729632598586607,34.31193061301767,19.884248945006,265.6498504874437,0.7464910693131416,28.352080473708728,73.1
Clayey,Black Soil,8.325978212708081,66.73761593135744,56.75351778904197,9.984098142315467,0.6199370563779724,25.678879590439756,16.95882823164333,190.07019578108253,0.53019124355706,32.48826336963307,59.89
Sandy,Black Soil,7.852374946609654,66.51147584881674,35.30219017403243,31.20928567478431,0.7356435836990822,59.16419752060618,22.682842765914735,125.25294831290054,0.752434265925428,31.761775620754342,74.89
Sandy,Black Soil,7.569641148162406,63.25104015431699,31.387768187456015,31.863271966860975,0.9278686294528932,29.087182280940596,26.7408225048588,155.85521769088209,0.5524644311527879,31.428819100587077,69.08
Silty,Black Soil,7.805310676696731,68.9415057350983,50.35292246308293,18.58858327201537,0.5165946772812131,32.157856049628954,23.063255810625662,287.66096368969653,0.5637933129113288,33.71204482263052,73.79
Loamy,Black Soil,8.164984903475995,67.66064776535302,50.92996370583323,16.73068405951979,0.9535975153529149,46.82929247623336,21.2088126196088,122.19789384269622,0.5780860572698009,29.470555438064252,63.03
Loamy,Black Soil,8.04664822018779,64.60358271201926,47.416201054883246,17.187381657136015,0.9884001642553297,24.428823733052628,18.450968566238892,108.40493503428105,0.614120164691123,32.399041207669306,60.23
Clayey,Black Soil,8.358341676799121,74.1807655219915,67.22050421513808,6.960261306853425,0.9553850808219576,50.158476143871354,26.09813553682877,103.6013111200909,0.5876654691385693,34.62810357074026,62.64
Loamy,Black Soil,8.329394664858848,67.26670992070324,53.43820334838644,13.828506572316797,0.936376919783064,24.50321561647748,24.073719549215916,208.13969532898207,0.5844563595244789,25.965344701954407,61.26
Clayey,Black Soil,7.968767965464506,67.41893828258839,62.33211002864718,5.086828253941206,0.7991787421488794,31.88951230834469,15.998382230139693,248.63863974632068,0.5903795782280001,25.481428359783536,66.88
Loamy,Black Soil,8.167804683226407,69.02894995191987,51.91536670557278,17.11358324634709,0.9461512490698261,27.41320718114858,11.579383243816572,147.9020339819076,0.6779664710322153,32.9457827870019,61.18
Silty,Black Soil,8.49543751619131,62.346702667264836,43.26705482168041,19.079647845584425,0.7607228445217947,22.545636371465694,26.627470287714196,219.79570163544213,0.7567088281512618,26.14932997059567,64.51
Clayey,Red Soil,6.669200262938078,65.93857284823356,54.57118511217742,11.367387736056145,0.6515915601129069,42.87089408193289,20.348927035100825,186.08548206419803,0.3658573598633511,28.169465877911193,71.03
Loamy,Red Soil,6.601923431015131,64.34595960858712,47.70268167420618,16.64327793438094,0.477352005751675,44.28358314875016,22.626151061839774,218.33943246126512,0.3785046579909692,32.02633773085516,73.2
Silty,Red Soil,6.104224802808348,64.37433468374806,45.787788240927526,18.586546442820534,0.4950668274485057,46.088970381818896,29.01062105172407,220.13021330967118,0.2769022655289625,32.435939161765596,66.38
Loamy,Red Soil,6.070932216133773,65.06266059495202,49.25803640669403,15.80462418825799,0.44474123728205545,38.89973420026054,10.912974910047675,128.00481951066354,0.2508783161683694,27.76814307791306,57.25
Sandy,Red Soil,6.482041058112083,69.71532690901051,41.401856837980006,28.31347007103051,0.5443120284303072,31.22732862063897,14.139851568768535,203.31452568919582,0.2392195425476786,25.055057991604208,64.28
Sandy,Red Soil,6.036721362500821,60.07664032649225,32.885952235473674,27.19068809101858,0.4355442597355006,52.103427183192515,21.440972867386016,202.53354519128328,0.2216051508261383,27.934888232081217,61.92
Silty,Red Soil,6.087092766795772,71.31753719432817,53.53843190566782,17.779105288660347,0.34553535739064056,33.80892571206768,20.148238774356177,274.84450493703514,0.32341330322356027,29.935465803401186,67.01
Sandy,Red Soil,6.1314891198979815,67.02258766031665,32.09441927032594,34.9281683899907,0.45783043023905856,36.873127141553255,18.220421505310917,281.522200511311,0.2549463051039039,32.14032644466857,64.45
Sandy,Red Soil,6.823790384221295,66.07905214090704,37.98532496227922,28.093727178627816,0.6284793130200905,20.062604207658914,22.72802740366814,110.22707628842015,0.3910121022969978,27.57607220333722,69.18
Clayey,Red Soil,6.686589913492607,65.59524700347772,56.36867883283201,9.226568170645713,0.45353555321799177,38.24946035822168,17.38106043521833,124.2050000970386,0.22289752761318105,29.189477901874753,65.9
Loamy,Red Soil,6.080180014081903,67.51178047808418,55.08573449088465,12.42604598719953,0.67669028464757,46.742905868916566,23.573399133451296,172.383998167573,0.2709542583671969,30.936607912085385,62.5
Clayey,Red Soil,6.913286947576236,65.10131184027743,55.648639515410636,9.452672324866796,0.649479437386538,48.95892221864375,12.411168328073805,280.49066145716836,0.32251469366896385,25.66443844355775,74.1
Loamy,Red Soil,6.011706610730904,65.33967472547764,52.486851982716885,12.85282274276075,0.4180162830616625,39.44001975190412,21.54399773469102,108.74781446178947,0.28440685202552785,26.230032951237455,60.11
Sandy,Red Soil,6.729173487549448,65.58642396450425,37.15475043277767,28.43167353172658,0.6382417451959627,47.69971306676901,18.598621547802964,234.59332447888647,0.33045832971838796,27.753811742554184,72.45
Clayey,Red Soil,6.4464195164015825,68.06313498778212,57.540238868336566,10.522896119445555,0.6289689494673114,54.30249350645135,28.332704716824146,186.19704410265925,0.35967606810367053,28.188668183211387,72.52
Loamy,Red Soil,6.601074166800233,65.82198746594113,51.59495292531537,14.227034540625766,0.5753620073968547,34.98211548080485,13.337204033975055,186.1058676924415,0.34111717252876494,26.425941440819088,67.06
Loamy,Red Soil,6.154459747223324,68.90097035183808,54.82570558741094,14.075264764427146,0.5583289545145937,45.47609269818973,16.812083331625836,114.3423777695302,0.2050895519811502,29.09628894895232,59.3
Clayey,Red Soil,6.605779249452691,68.11217495063394,58.372330472488876,9.739844478145066,0.387157021701996,59.52143864622367,19.080032423922297,237.65484715604742,0.272918745639508,26.405529675783608,73.76
Silty,Red Soil,6.50545511791045,66.85589699659398,51.663139957507724,15.19275703908626,0.4536826851943201,21.559840502996465,10.61911581838687,177.5973519893739,0.3928034814235405,26.600249364631942,65.44
Loamy,Red Soil,6.45852300888189,60.23352096328186,43.6962392795808,16.53728168370106,0.6600332732065922,24.645558408021024,29.118376579106386,162.79334347547058,0.2578489543945309,33.88403672308681,63.67
Sandy,Red Soil,6.984013163210465,66.02942876479462,32.76235516737974,33.26707359741488,0.6844541941630371,35.579275796096816,17.710238094738447,168.07742085090115,0.2576810875637492,30.41407607347585,69.79
Loamy,Red Soil,6.541704812410004,61.541450431784874,46.219181519636805,15.322268912148068,0.6334599847750342,37.61765401249696,16.046664987029875,151.8669794634189,0.35238036252097404,26.946238367048718,65.42
Sandy,Red Soil,6.270247692130783,60.57647582199025,32.151996033643115,28.424479788347135,0.5230835305000175,33.891081561220304,21.60935201987392,127.8393402691391,0.3932834771732815,29.440437492022028,64.03
Clayey,Red Soil,6.401778800654324,71.26234321421063,62.840058391663476,8.422284822547155,0.6521259048595708,44.936238326377605,21.387547223645655,224.1320959649168,0.39876967777993966,27.013121078224334,71.01
Loamy,Red Soil,6.475546037486827,63.951377432643184,51.71462023529779,12.236757197345398,0.3910998944412838,58.56115388662055,28.18909221874484,244.42864709118118,0.3086049167915327,30.333866287653628,74.68
Sandy,Red Soil,6.790509794274885,68.69969159647685,42.393168158242226,26.306523438234628,0.6176842650197621,31.03070273005428,27.541811620363777,288.8084187650796,0.22496416279336967,26.487959694051156,73.08
Sandy,Red Soil,6.483407435973147,64.62675605065394,29.81688226902709,34.80987378162685,0.5354926088525279,35.013196316784075,15.715671110517404,140.64461821721744,0.3727095045029091,32.61798191377697,65.83
Clayey,Red Soil,6.492325480001182,68.86540506823027,60.28647683282502,8.578928235405257,0.6462308582498208,59.22957374333718,18.15168417147634,265.5037844212606,0.31545580584662625,32.645277946547175,72.09
Loamy,Red Soil,6.200474515528403,65.73528951455573,47.999006652884134,17.736282861671597,0.6415847867821688,37.56599266534993,26.93937708414121,278.618041039083,0.2218528420619243,25.624575936190716,65.27
Loamy,Red Soil,6.510432489004232,68.83464762986061,54.14473329764408,14.689914332216532,0.6705530426920346,20.76464377719056,19.536869366356342,237.54440848611213,0.32531850221864206,32.22706957698229,66.64
Clayey,Red Soil,6.299395588371681,71.92532431537109,65.98427840951423,5.941045905856853,0.621774883071802,31.15039489658212,14.214099277344063,291.48960380761923,0.2717431050834027,25.08863285113469,64.74
Loamy,Red Soil,6.828469299449117,69.97820855681978,53.91728076367541,16.060927793144373,0.30572611106682396,49.5147807424612,26.682891940013516,248.09522639070383,0.25892387926923865,26.428502873008387,78.21
Clayey,Red Soil,6.658540515670055,72.5342792225697,62.151819747816205,10.382459474753489,0.6383685758710929,44.544164569498335,11.772094279393581,197.5255619334422,0.3532231865591173,25.77649334671605,69.72
Loamy,Red Soil,6.0660098441402415,64.07543031032431,49.63279137557054,14.442638934753766,0.3443992395165259,52.329408400368884,28.953760519289414,114.46329505158772,0.2697641067938959,34.55115207291701,64.71
Silty,Red Soil,6.076862075276163,67.22576599336745,50.12880624769033,17.09695974567712,0.6178062177962995,48.283459090667925,11.004520229279475,114.5803670735807,0.3001248536140836,29.02873282632637,58.68
Loamy,Red Soil,6.281004498908714,62.952904940479435,49.55859900214315,13.394305938336288,0.6716912214527415,36.20410778110266,28.122220042649943,164.2991402495764,0.36069654865937695,29.764369863437917,65.89
Sandy,Red Soil,6.978981115174809,62.260289978159996,30.855529556401557,31.40476042175844,0.4431256336454195,45.91269783962113,12.458413569307751,277.73181605307974,0.32069861920867576,30.030839507798362,75.32
Sandy,Red Soil,6.6247838627894025,64.49349742039642,33.634849535861235,30.858647884535188,0.5730468884893609,29.67726721262118,24.279052650131796,264.50695887683935,0.21435516124530263,33.0395850755252,68.4
Silty,Red Soil,6.142875961339412,67.52500967407889,48.88382042790363,18.64118924617526,0.40856375217868574,39.86781691271786,15.685481858550334,126.76567259993863,0.35506923008062713,31.295576968917366,62.98
Loamy,Red Soil,6.317586795261117,60.54332034822904,44.05144894347184,16.491871404757198,0.5044516556948919,21.874076341104125,15.52339115641799,241.39529749114322,0.20002693860089707,25.626896216218658,59.72
Sandy,Red Soil,6.2468238692019025,68.39338492356002,43.35518569697419,25.03819922658583,0.4265080598917227,24.07569552264054,17.20467837600856,154.07865727690512,0.34818081123041433,33.42711902160555,63.15
Sandy,Red Soil,6.891872144810735,63.133479175851434,30.24415445809136,32.889324717760076,0.6639772575417567,35.092722158527714,29.281568329802163,117.8579049051146,0.28676348391530593,31.870192665032427,70.65
Loamy,Red Soil,6.632711878748601,64.93814040456928,50.6122475718354,14.325892832733885,0.3017453078601236,26.67812354988795,24.260921012686374,233.27708271564128,0.34077141832686625,34.660475051286774,72.5
Clayey,Red Soil,6.702540501534807,72.61037790250784,60.95496894838847,11.655408954119366,0.34214596890034255,51.272954533797424,22.882984429518316,109.63720247865925,0.25961044172788866,28.600504659009783,71.73
Loamy,Red Soil,6.432729136019705,69.56799815484285,54.56559128058164,15.002406874261212,0.38355308960206547,34.74828683459181,17.396265119743532,110.47100403749448,0.29153992103185883,32.67567628517918,64.96
Clayey,Red Soil,6.850348001119896,69.16504431903878,58.40978511132382,10.755259207714964,0.5629413928680513,38.89127216651927,27.6031347584297,143.14813583529082,0.24239881093973162,31.778132003100442,71.83
Silty,Red Soil,6.136600903651173,68.07752122252722,51.01041087952439,17.06711034300283,0.5954389832529323,32.625093750534,22.896652080446277,179.02618152230065,0.3303279520954553,32.13206883282618,63.45
Silty,Red Soil,6.287409596465579,63.99215274894053,42.760647730487314,21.23150501845322,0.3232367808321399,24.460488492851056,20.317238054246562,153.5185353455943,0.2735571975512306,33.354802257421944,62.53
Sandy,Red Soil,6.337345546769093,60.14693388654954,31.35599339983018,28.79094048671936,0.3497473596002041,36.54570699674541,19.857291688948933,180.85794945097382,0.20386552618352022,30.30937678412094,62.69
Sandy,Red Soil,6.464095159453504,65.95131674905682,40.85207853777846,25.099238211278355,0.5076129120518195,47.10169069835813,16.237277158337662,254.7982756305525,0.3926998481775177,32.72921481876115,71.57
Sandy,Red Soil,6.1255502147626535,65.21296047654138,30.452822243749246,34.76013823279214,0.6080632847028384,52.2862214945953,12.404144582411526,153.1165665917212,0.2033895329779162,25.175523633666288,58.53
Clayey,Red Soil,6.517960527712579,67.93308610780565,57.52109299037495,10.411993117430697,0.4486957179625321,20.054145028618727,15.996010551304717,229.2917483275861,0.2696191186336576,34.74194443816357,65.5
Sandy,Red Soil,6.89856060467484,68.47060826983899,43.234658623383694,25.235949646455296,0.6121504494283921,38.31983036014286,17.960105859090056,160.58314576663852,0.35663968265972523,25.656948589543656,72.5
Loamy,Red Soil,6.484077069710201,62.28235363493699,48.80273182506884,13.47962180986815,0.4895239313591786,22.313777977886424,29.15579601976408,288.5448638188225,0.3494888813193388,32.85189543148408,71.18
Clayey,Red Soil,6.9627683502532065,74.9132790156422,66.10190268604036,8.811376329601842,0.4462722993045485,29.015250720270632,13.916661682685401,128.1605897785352,0.21512100812335017,31.224136415659967,68.02
Silty,Red Soil,6.14696270958821,69.81321855747305,50.765129761530524,19.048088795942526,0.5543818828654914,35.52662824507982,23.48260591072126,151.98099584856658,0.3622247539866942,28.451922084942105,64.87
Clayey,Red Soil,6.469988268157937,74.1748584313199,67.14132689161997,7.033531539699936,0.5830885401070109,22.48812904658811,12.946060885579406,101.56831815438336,0.37802822747920295,31.309217902291635,62.99
Sandy,Red Soil,6.957934121056771,64.47673425410419,38.13398574508143,26.342748509022755,0.39675731764515565,40.0241428461883,23.592406654702156,115.24784359471289,0.305931944789124,27.74703815047892,73.28
Loamy,Red Soil,6.5465771420322945,68.06965490883994,53.311665686423964,14.757989222415972,0.317559977057202,26.629991192806237,18.910832774837818,141.83709308158558,0.2865632004418939,25.499790286596788,66.59
Loamy,Red Soil,6.793142873996739,68.43649664051824,50.549341465533544,17.8871551749847,0.39679085212681814,58.42507902052799,13.938514089068567,290.2859620723665,0.3707569843409334,34.948192939659506,78.42
Sandy,Red Soil,6.569539779567104,67.1172280574605,32.305790739542275,34.81143731791822,0.4747983542662483,43.74243741515144,11.4616312405403,224.4686529234492,0.2519083566352181,34.81177836762295,67.23
Loamy,Red Soil,6.907898793779619,61.90107649783727,45.145505800106974,16.7555706977303,0.6840542417621789,40.85838554885888,29.546158159830075,251.46204142688777,0.3887403185640442,26.61671436236962,77.57
Clayey,Red Soil,6.247340315819083,69.7690010646797,59.74068283707567,10.028318227604032,0.5666401916186476,26.507989752342635,21.301706249055126,254.32538219572155,0.3281230367097775,29.98895664535942,66.16
Clayey,Red Soil,6.357029343970012,65.12103116776107,60.05776188420603,5.063269283555044,0.3914707118414435,45.37454755486749,14.44151741386641,164.33399793190972,0.38523881368635643,33.48042089601484,67.49
Sandy,Red Soil,6.428702020986433,67.28861442269947,41.33462164956736,25.953992773132107,0.4923560586412036,46.49736046804272,12.370052471963032,157.77698778183313,0.20583395272905292,28.97836625502157,63.01
Loamy,Red Soil,6.044911298995616,69.1953102465605,51.23578015402271,17.959530092537783,0.44868962656093725,35.6983274491792,25.085299466940455,283.68528642908177,0.3522015846990784,34.50928594502548,68.14
Silty,Red Soil,6.787549085858779,67.77122586038321,50.27137774527969,17.499848115103518,0.525629611533407,34.34313846099492,23.132621474157524,148.07978257870138,0.2502002766524601,26.91592945734826,69.49
Clayey,Red Soil,6.505957907734931,74.18239086675437,68.46976508610761,5.712625780646761,0.315571985330267,21.440752731657057,13.504435442116547,273.3540709012001,0.24417055659260178,27.824787439770265,66.88
Clayey,Red Soil,6.4366141897687665,74.50459170575296,65.43323565482861,9.07135605092435,0.506679354090507,50.351050150293005,15.649921319457045,170.6100783200605,0.31601776693389094,33.94094302533251,68.14
Clayey,Red Soil,6.419447993957314,74.46456513150406,63.21665753909873,11.247907592405326,0.4905342933204395,39.90159408584409,14.093602181145679,218.22606065170328,0.35607310060137637,26.86135897753348,68.48
Clayey,Red Soil,6.207075809210855,68.31564699067194,57.33043557933239,10.985211411339549,0.3276030370451265,57.63138082012431,20.138408759236693,181.88241436340365,0.21423165703468658,33.10878581007918,66.28
Silty,Red Soil,6.693618057473795,70.35825927910516,53.032922047295926,17.32533723180923,0.5618602747463818,26.063802992003975,27.51766167034114,207.81891054720174,0.3542245631703773,27.824724263700038,72.85
Sandy,Red Soil,6.127866801222417,64.25228185437695,38.87657095038787,25.375710903989074,0.3000046539021464,36.662633139291685,20.45020362171177,110.92688400019446,0.3531093501031722,34.730781629723324,63.3
Clayey,Red Soil,6.303942512255027,67.26125331249672,60.13186227504276,7.1293910374539635,0.30058952883452456,49.17379176351986,29.336909995985707,144.858696657009,0.24608333242347,31.630471918034225,68.61
Loamy,Red Soil,6.42262919701361,67.41896326958715,50.328410995044,17.09055227454315,0.4301180536092124,48.50485332394051,26.33558933011272,136.32279355132053,0.26058618112808585,28.70941008157765,68.36
Silty,Red Soil,6.984858402762476,71.0194019674915,50.37254732962833,20.64685463786317,0.4572780804111689,43.625513359785515,23.220285084946404,115.69116326342478,0.35084965193641615,30.44496959103865,75.88
Clayey,Red Soil,6.780631717425557,72.0932082847261,65.92195915671869,6.1712491280074175,0.6808887142790379,21.69689192827567,15.30652275110934,220.31077585996482,0.3167545561028223,27.965599122059306,68.46
Loamy,Red Soil,6.102515964066474,67.14424164071242,50.59020994558084,16.554031695131584,0.5035562222364223,34.77123080862164,28.65849725139344,265.50126397464425,0.30277089284135356,31.97209381909637,67.13
Clayey,Red Soil,6.920994521096576,72.14326635734997,63.91125335065814,8.23201300669183,0.5915924246623265,54.46763615149381,15.481431786843821,261.4141807733406,0.3389190854506571,26.95240602956492,77.18
Sandy,Red Soil,6.97852546838914,63.453419522448876,35.09731497975045,28.356104542698425,0.5804679446361038,49.082270464615604,21.24145588805142,289.4181334217038,0.3713074447495854,29.962587528823615,79.01
Silty,Red Soil,6.786205652261058,65.80517709869895,49.66392974017781,16.14124735852114,0.4537420154096539,21.007736558369174,26.779946554360215,102.28359669081473,0.34688878641511833,32.03699779629051,69.9
Sandy,Red Soil,6.234973404995952,69.70257109726057,40.32595781577854,29.376613281482037,0.6268512568062341,41.8572126431139,29.340705505122923,110.33374433159221,0.34097420200867634,30.04795598304528,66.22
Silty,Red Soil,6.17925561190779,69.1845394732255,48.14605617518124,21.038483298044255,0.5210828302874181,35.86214727959853,12.634300571581871,273.0591517817825,0.3600006963527363,26.572732081797152,65.73
Clayey,Red Soil,6.871414034190854,68.09787859209099,61.06755986835393,7.030318723737061,0.6186725588765489,30.01871595169996,22.497481992139978,214.34919662874972,0.3345405988417796,33.32830376788271,73.08
Clayey,Red Soil,6.674019919058793,74.0608706048126,68.9757732044709,5.085097400341709,0.5195434660309424,31.505309161747128,16.135531990442825,170.59170069047133,0.21036715982394583,31.2129244904961,65.88
Silty,Red Soil,6.40452738557387,65.3404996566877,45.21160630255574,20.12889335413196,0.6135039369936428,31.43033298370824,18.65533759198525,237.08877664438032,0.21367064006199174,28.32456157148712,63.43
Loamy,Red Soil,6.944448582694303,60.56585656146716,46.32233027939027,14.243526282076886,0.5685916594668827,45.291286145505595,13.979842779188736,183.66677282045603,0.32834687945971164,32.509397983633185,71.5
Loamy,Red Soil,6.276319108465854,61.01372897553159,47.34661231899332,13.66711665653827,0.692147496376874,22.700101867352878,20.3740198876119,135.8729364024421,0.2864037855189012,34.70676545409744,58.58
Clayey,Red Soil,6.737884984834606,66.13303504727465,58.30782803074351,7.825207016531138,0.46909145475757286,33.86096671810873,17.952247571057413,152.85525263172786,0.3409108856054891,27.053329387067997,69.84
Clayey,Red Soil,6.287461664897251,69.8303969755889,62.95066068311564,6.879736292473254,0.6874149326799568,44.145488022375005,11.539589341299326,115.1167227708134,0.3313512126949114,34.51423220845566,61.72
Sandy,Red Soil,6.599044587150382,62.972907903073335,37.052238042248575,25.92066986082476,0.5594019280474752,30.696081114301652,10.302213684289502,293.00307389089437,0.32472975565805323,27.508930456911024,67.67
Clayey,Red Soil,6.610007417079486,71.76026288052547,61.813853791374505,9.946409089150968,0.4084385015056263,43.90673130810812,27.32191267223383,289.3467457846791,0.26258147884272964,26.059058044037577,75.35
Silty,Red Soil,6.736535228334793,63.5482861259772,41.93513231449564,21.61315381148156,0.3810530536541372,43.50343484437607,24.022791888349474,236.02237708939452,0.3765987649659546,29.08151690866698,76.15
Loamy,Red Soil,6.2531015391796085,60.15394891691309,44.65639257608751,15.497556340825575,0.6830324060335269,35.961412705697384,26.796032133288534,137.70812114985023,0.2900508492285781,31.724604980250287,61.95
Loamy,Red Soil,6.0083199422271925,69.77006954438943,57.15871093915181,12.61135860523762,0.33705019322054686,49.93537398704925,28.29097327697118,186.80419454175177,0.2867165585265229,27.58711642155441,67.18
Sandy,Red Soil,6.009054161580371,64.3440331900661,32.10955501156609,32.23447817850001,0.5453166739549515,45.50752987583742,14.840441599617545,242.81054467562535,0.31789079789693947,25.913914863317764,62.45
Loamy,Red Soil,6.738723150726567,61.99270336466801,44.72788308474112,17.264820279926887,0.39935050414792006,28.57625931972658,15.416126560739452,149.5119540559773,0.20274911080226907,25.625262957428458,64.5
Loamy,Red Soil,6.606731724717436,64.5894051659682,48.19300431725121,16.396400848716993,0.3324596714144956,58.059628407071486,26.769836676860496,261.01806369913254,0.334574333719616,33.229838050417676,77.55
Silty,Red Soil,6.200282017867626,71.32710508132762,52.517327318531734,18.809777762795882,0.5971525974671756,49.51669573416102,20.428980483337604,113.69174386671561,0.32335672157050827,28.71112938430128,64.32
Loamy,Red Soil,6.538331943255713,69.20766608463357,53.70097262608901,15.50669345854456,0.44737956796663153,55.81384356612677,23.329260950536714,257.4774053504666,0.2537707028764387,29.543454230676552,73.43
Sandy,Red Soil,6.705460830283486,66.30247219456157,38.8186361071295,27.483836087432074,0.47701820592589816,45.97289298307527,28.725612429378533,112.80126932172419,0.2855202667406675,33.247432373470076,71.58
Sandy,Red Soil,6.021913328775009,62.92383110412193,33.48463655905815,29.439194545063778,0.5010524970520521,22.24704309389756,19.8219145876633,285.4221257716855,0.2602092155668626,26.053932181078054,60.53
Loamy,Red Soil,6.655173714524338,67.64440728075505,53.18638096049909,14.458026320255954,0.36379690501654327,26.41850457084906,11.409838912862893,137.1293409802486,0.2520473195970459,31.642193849889683,64.41
Clayey,Red Soil,6.685134309874484,73.81690611843509,63.11802631929695,10.698879799138133,0.4156749785183799,32.39227501289876,14.999138927952425,203.0011319419446,0.22208637268222053,30.355538148796725,67.8
Loamy,Red Soil,6.828555597906082,63.5688597517111,49.446124799292484,14.122734952418618,0.42311833267229826,56.55153775493037,29.05630034005012,165.34850840600816,0.35785856966393714,28.54424948793055,77.77
Sandy,Red Soil,6.876319433142312,65.05634153421958,30.64513340888285,34.411208125336735,0.4570922973085665,42.13484758999087,20.0626494510308,138.77261358737854,0.22051359251671798,33.58816771168155,69.76
Sandy,Red Soil,6.858764279349472,66.76940782996837,33.39032408145034,33.379083748518035,0.4756842404998869,44.42187020061698,13.207308122394863,234.72908349498155,0.34967117073314796,26.792532557392807,74.08
Silty,Red Soil,6.11755130015022,68.93949590510157,52.332308779823784,16.607187125277783,0.3007968540876281,48.74958471414121,24.648020981167583,202.9866699826519,0.2330568980285915,26.613628010553835,66.57
Loamy,Red Soil,6.165748176965221,60.835543375106894,48.72076957648317,12.114773798623723,0.3966147366806727,34.17085308868863,12.106909689626663,144.47226094963406,0.37817110699662937,30.19224570780205,61.21
Loamy,Red Soil,6.057732159225117,66.07752683095653,52.60541294595926,13.47211388499727,0.39368134837053365,28.782156929192077,29.197256054269104,223.26009718514482,0.27820657382547975,30.568784431720957,64.69
Silty,Red Soil,6.5409050038380805,66.15775103523322,48.15514070122221,18.00261033401101,0.5808584384727318,26.867756308217984,20.00225504153254,182.3916190068204,0.33928596140722145,33.705269662693844,66.92
Sandy,Red Soil,6.115394642178917,66.31418921218376,35.98914854802395,30.325040664159815,0.3468815622720933,33.48826302263008,12.856839296286637,238.41472940487378,0.3211275778646823,27.062521138361525,63.42
Silty,Red Soil,6.20431638339897,65.91859373188026,44.648870288548814,21.26972344333145,0.4677086644664088,20.72496164182919,25.855162271456255,113.80918126291995,0.30156101279175584,29.742550209769536,61.43
Clayey,Red Soil,6.688631629307876,70.6067829493895,61.20779775308739,9.398985196302107,0.30399151066337976,48.937746494196475,20.713131986951574,267.22354064144974,0.25065447670454305,33.21388362900694,75.07
Loamy,Red Soil,6.3336283958368655,68.43326167787883,53.52269371800159,14.910567959877241,0.4805176452117019,27.33768785613738,27.099480391229488,276.5119753544694,0.358311640518274,29.6630975614017,70.69
Sandy,Red Soil,6.803537659462603,60.75699727309787,31.87873637392856,28.878260899169312,0.38138909699903834,22.67894448101086,27.547009062656773,177.88098779577507,0.38035480570924574,30.417609642675632,72.95
