loan_id,loan_amount,borrower_income,land_area,crop_yield,past_delay_count,total_loans_taken,season,income_to_loan_ratio,past_delay_rate,due_date,repayment_date,delay_flag
802,178272,276179,2.65,3.47,4,7,Zaid,1.549200098725543,0.5714285714285714,08-08-2024,04-08-2024,0
803,239631,432188,1.91,4.94,4,7,Kharif,1.8035563011463458,0.5714285714285714,02-05-2024,28-04-2024,0
804,76116,194233,0.83,2.78,4,1,Kharif,2.5518025119554366,4,07-08-2024,20-08-2024,1
805,161835,381588,9.18,2.55,2,5,Zaid,2.3578830290110298,0.4,13-08-2024,09-08-2024,0
806,235657,395452,6.93,2.45,1,6,Kharif,1.6780829765294474,0.16666666666666666,19-11-2024,15-11-2024,0
807,102464,340886,7.16,4.06,2,2,Kharif,3.3268855402873205,1,19-06-2024,19-06-2024,0
808,108741,68830,1.11,2.55,2,2,Kharif,0.632971924,1,04-01-2024,03-01-2024,0
809,126471,341619,9.78,2.51,3,5,Zaid,2.701164693882392,0.6,09-01-2024,05-01-2024,0
810,193364,155386,9.5,1.88,1,1,Rabi,0.8035932231439151,1,16-09-2024,12-09-2024,0
811,265160,237646,4.72,3.97,1,4,Rabi,0.8962362347262031,0.25,25-04-2024,21-04-2024,0
812,274817,331321,4.01,3.65,0,3,Kharif,1.2056059122980018,0,12-12-2024,10-12-2024,0
813,60870,303017,6.18,3.66,3,1,Kharif,4.978100870708066,3,28-02-2024,28-02-2024,0
814,143777,127360,7.07,3.65,2,3,Kharif,0.8858162292995403,0.6666666666666666,07-04-2024,07-04-2024,0
815,186991,146952,8.08,4.46,3,6,Kharif,0.7858773951687514,0.5,13-07-2024,13-07-2024,0
816,211480,441670,4.56,1.44,4,4,Rabi,2.0884717230943823,1,16-12-2024,13-12-2024,0
817,84926,90633,8.35,3.23,3,5,Kharif,1.067199679721169,0.6,24-05-2024,23-05-2024,0
818,232369,105501,1.73,2.19,3,3,Rabi,0.45402355735920025,1,30-12-2024,16-02-2025,1
819,297510,143944,2.08,2.33,1,2,Zaid,0.4838291149877315,0.5,20-11-2024,19-11-2024,0
820,24137,79992,2.2,4.56,1,2,Zaid,3.314082114595849,0.5,23-12-2024,21-12-2024,0
821,230047,69122,5.45,1.5,0,7,Kharif,0.3004690345885841,0,18-03-2024,14-03-2024,0
822,257268,313312,7.86,1.54,3,5,Zaid,1.2178428720245036,0.6,22-10-2024,20-10-2024,0
823,50270,453602,7.94,1.04,0,6,Zaid,9.023314103839269,0,08-08-2024,06-08-2024,0
824,105936,284873,2.88,3.04,0,1,Zaid,2.6891047424860295,0,11-03-2024,10-03-2024,0
825,274043,168910,1.04,4.72,3,4,Zaid,0.6163631254949041,0.75,30-06-2024,30-06-2024,0
826,61115,160084,1.86,3.32,0,5,Zaid,2.6193896752024872,0,19-01-2024,19-01-2024,0
827,78560,490556,1.02,3.31,0,3,Rabi,6.244348268839103,0,01-06-2024,28-05-2024,0
828,269836,64390,1.21,1.46,1,5,Zaid,0.23862642493959293,0.2,02-07-2024,30-06-2024,0
829,208788,278300,3.8,4.18,4,2,Rabi,1.3329310113608062,2,01-10-2024,29-09-2024,0
830,94231,123606,5.92,3.44,2,4,Zaid,1.3117339304475173,0.5,24-11-2024,24-11-2024,0
831,293326,402513,4.77,3.77,0,5,Kharif,1.372237715033785,0,02-09-2024,31-08-2024,0
832,110054,252278,4.35,1.68,0,5,Kharif,2.2923110473040507,0,06-06-2024,03-06-2024,0
833,198371,462375,1.06,2.09,4,2,Kharif,2.330859853506813,2,26-02-2024,24-02-2024,0
834,78123,161825,4.02,4.09,2,7,Rabi,2.071413028173521,0.2857142857142857,27-07-2024,27-07-2024,0
835,170862,108655,4.6,4.13,3,5,Zaid,0.6359225573854924,0.6,01-08-2024,30-07-2024,0
836,142066,440508,8.19,1.95,0,5,Zaid,3.1007278307265635,0,08-05-2024,07-05-2024,0
837,251226,497421,2.23,3.05,2,4,Rabi,1.9799742064913664,0.5,18-01-2024,16-01-2024,0
838,217286,408320,5.91,4.47,1,7,Rabi,1.8791822758944432,0.14285714285714285,07-02-2024,05-02-2024,0
839,186280,171544,2.82,4.87,2,2,Rabi,0.9208932789349367,1,07-08-2024,04-08-2024,0
840,222918,348451,3.57,4.56,1,3,Kharif,1.5631353233027392,0.3333333333333333,24-07-2024,21-07-2024,0
841,112837,430214,0.97,2.55,0,7,Rabi,3.812703279952498,0,03-07-2024,30-06-2024,0
842,166025,285652,7.26,1.03,3,4,Rabi,1.7205360638458063,0.75,24-12-2024,23-12-2024,0
843,65641,204062,5.98,4.93,3,7,Rabi,3.1087582456086897,0.42857142857142855,13-11-2024,13-11-2024,0
844,201726,449346,6.27,1.35,1,6,Zaid,2.227506618,0.16666666666666666,14-02-2024,13-02-2024,0
845,159133,189681,8.5,1.12,1,5,Rabi,1.191965211,0.2,03-01-2024,02-01-2024,0
846,31826,194962,1.15,2.93,0,7,Rabi,6.125871928611827,0,25-09-2024,24-09-2024,0
847,162339,430041,3.25,1.96,2,5,Kharif,2.6490307319867683,0.4,06-08-2024,02-08-2024,0
848,180020,257383,8.73,4.49,2,3,Rabi,1.4297466948116875,0.6666666666666666,19-11-2024,19-11-2024,0
849,278916,239607,7.31,2.43,3,1,Rabi,0.8590650948672719,3,22-10-2024,08-11-2024,1
850,220003,140925,8.53,2.44,0,4,Zaid,0.6405594469166329,0,19-08-2024,19-08-2024,0
851,71024,166712,9.93,4.11,1,4,Kharif,2.3472628970488847,0.25,13-12-2024,11-12-2024,0
852,114202,93481,4.72,1.55,2,3,Rabi,0.8185583439869705,0.6666666666666666,03-08-2024,30-07-2024,0
853,231027,323958,1,1.42,4,4,Zaid,1.4022516848680024,1,13-01-2024,12-01-2024,0
854,281176,433015,4.6,3.28,2,3,Kharif,1.5400140837055794,0.6666666666666666,05-01-2024,04-01-2024,0
855,226717,413334,2.15,3.19,3,2,Zaid,1.823127511390853,1.5,07-03-2024,05-03-2024,0
856,232204,300694,3.32,4.72,3,1,Zaid,1.2949561592392895,3,13-08-2024,06-10-2024,1
857,34799,154843,1.77,4.71,2,6,Zaid,4.449639357,0.3333333333333333,31-03-2024,30-03-2024,0
858,296693,369064,4.67,1.16,4,1,Kharif,1.243925539193712,4,21-02-2024,29-03-2024,1
859,66705,139326,2.89,4.29,4,5,Rabi,2.088689003822802,0.8,30-08-2024,29-08-2024,0
860,35994,161915,8.05,1.65,2,2,Rabi,4.49838862,1,04-06-2024,03-06-2024,0
861,252911,146058,9.15,2.74,4,4,Kharif,0.5775075026392683,1,06-10-2024,06-11-2024,1
862,272396,107241,2.95,1.54,4,3,Rabi,0.3936952084465264,1.3333333333333333,07-02-2024,16-02-2024,1
863,125185,86404,8.43,3.84,2,1,Zaid,0.6902104884770539,2,04-03-2024,06-04-2024,1
864,245461,349644,2.12,2.75,2,5,Rabi,1.424438098109272,0.4,11-01-2024,11-01-2024,0
865,152965,194825,1.21,1.89,1,3,Rabi,1.2736573726015756,0.3333333333333333,12-06-2024,10-06-2024,0
866,213646,349345,8.85,3.06,2,7,Rabi,1.6351581588234743,0.2857142857142857,12-04-2024,12-04-2024,0
867,207877,183058,2.52,1.39,3,5,Kharif,0.880607282,0.6,09-03-2024,09-03-2024,0
868,83745,182283,7.95,4.79,1,4,Zaid,2.1766433816944297,0.25,12-06-2024,08-06-2024,0
869,85584,463166,9.74,2.44,1,5,Zaid,5.411829313890447,0.2,05-08-2024,01-08-2024,0
870,165364,53052,7.15,2.23,1,5,Kharif,0.3208195254106093,0.2,10-09-2024,08-09-2024,0
871,29472,381407,6.18,4.48,4,7,Kharif,12.94133414766558,0.5714285714285714,22-08-2024,18-08-2024,0
872,63162,446965,5.26,3.29,0,3,Rabi,7.076485861752319,0,20-09-2024,20-09-2024,0
873,163988,176150,2.33,1.41,2,6,Zaid,1.0741639632168207,0.3333333333333333,06-12-2024,03-12-2024,0
874,195405,289646,6.5,3.11,0,7,Zaid,1.4822855095826617,0,03-04-2024,02-04-2024,0
875,181564,202053,2.27,1.75,4,6,Kharif,1.1128472604701372,0.6666666666666666,22-11-2024,22-11-2024,0
876,89351,231071,5.49,1.44,4,1,Rabi,2.5861042405792882,4,13-03-2024,13-04-2024,1
877,204535,76572,0.75,3.94,2,4,Rabi,0.3743711345246535,0.5,07-08-2024,03-08-2024,0
878,277412,253305,2.46,2.41,2,2,Kharif,0.9131003705679639,1,28-10-2024,27-10-2024,0
879,227384,409496,8.66,4.85,1,2,Zaid,1.8009006790275481,0.5,01-06-2024,28-05-2024,0
880,110748,304265,6.37,4.13,1,2,Rabi,2.747363384,0.5,27-03-2024,26-03-2024,0
881,284395,488933,7.6,4.4,3,1,Rabi,1.7192039241196224,3,27-07-2024,01-08-2024,1
882,247444,472515,9.56,1.84,2,6,Zaid,1.9095835825479706,0.3333333333333333,06-11-2024,04-11-2024,0
883,156149,96015,5.2,4.66,0,7,Rabi,0.6148934671371574,0,04-02-2024,01-02-2024,0
884,200175,471863,1.89,3.58,0,2,Rabi,2.357252404146372,0,23-09-2024,23-09-2024,0
885,81554,100755,4.76,2.62,1,3,Rabi,1.2354390955685803,0.3333333333333333,12-04-2024,12-04-2024,0
886,260617,158721,5.86,2.01,2,4,Kharif,0.6090201329920918,0.5,07-01-2024,07-01-2024,0
887,293945,101360,1.48,3.63,0,7,Rabi,0.34482641310449236,0,11-05-2024,08-05-2024,0
888,30737,115140,9.48,3.71,0,4,Kharif,3.7459739076682825,0,25-02-2024,23-02-2024,0
889,123535,352877,1.38,1.58,0,2,Kharif,2.8564941109806936,0,23-03-2024,23-03-2024,0
890,211812,162255,4.52,2.81,4,4,Rabi,0.7660330859441391,1,22-12-2024,18-12-2024,0
891,279427,481779,1.32,1.95,1,2,Kharif,1.7241676716995853,0.5,17-06-2024,16-06-2024,0
892,209973,150417,6.93,3.73,4,6,Kharif,0.7163635324541727,0.6666666666666666,30-03-2024,26-03-2024,0
893,115419,218606,1.84,2.7,0,5,Zaid,1.8940209151006333,0,02-01-2024,30-12-2023,0
894,40655,476221,4.94,3.74,1,7,Zaid,11.713712950436602,0.14285714285714285,02-01-2024,31-12-2023,0
895,276210,227274,9.15,2.53,3,5,Kharif,0.8228304550885196,0.6,26-09-2024,23-09-2024,0
896,211824,386377,9.39,4.76,0,5,Rabi,1.824047322,0,27-10-2024,26-10-2024,0
897,40104,436480,2.9,1.27,0,6,Kharif,10.883702373828047,0,03-07-2024,29-06-2024,0
898,172472,360414,3.5,4.17,4,4,Rabi,2.089695718725358,1,22-03-2024,21-03-2024,0
899,43723,372790,2.73,3.61,2,2,Zaid,8.526176154426732,1,02-03-2024,01-03-2024,0
900,143199,281525,0.66,4.64,3,2,Rabi,1.9659704327544187,1.5,21-04-2024,21-04-2024,0
901,43525,107804,3.02,3.65,3,4,Zaid,2.476829408385985,0.75,19-10-2024,16-10-2024,0
902,27265,334907,6.49,4.95,4,1,Rabi,12.283403631028792,4,21-08-2024,21-08-2024,0
903,41058,296301,2.53,4.13,1,1,Zaid,7.216644746456232,1,09-09-2024,09-09-2024,0
904,288185,128209,9.82,3.52,0,3,Zaid,0.4448843624754932,0,20-05-2024,17-05-2024,0
905,186562,257158,1.02,1.07,0,4,Kharif,1.378405034251348,0,04-03-2024,01-03-2024,0
906,48718,275409,2.82,2.22,4,2,Kharif,5.653126154604048,2,15-04-2024,12-04-2024,0
907,267113,312911,9.85,2.44,1,5,Rabi,1.171455526312834,0.2,12-10-2024,10-10-2024,0
908,57260,485714,5.01,4.26,4,6,Zaid,8.482605658,0.6666666666666666,25-10-2024,22-10-2024,0
909,150864,93723,4.4,3.42,1,2,Kharif,0.6212416481069042,0.5,25-05-2024,21-05-2024,0
910,284291,279991,0.77,3.57,4,3,Rabi,0.9848746530843396,1.3333333333333333,23-04-2024,21-04-2024,0
911,137116,349899,6.41,4.53,0,3,Rabi,2.5518466116281107,0,02-10-2024,02-10-2024,0
912,160562,202324,3.76,1.08,2,7,Kharif,1.2600989026046014,0.2857142857142857,09-02-2024,08-02-2024,0
913,51826,355023,2.4,4,3,1,Kharif,6.850287500482383,3,15-10-2024,13-10-2024,0
914,229124,228130,3.06,4.93,1,4,Rabi,0.9956617377489918,0.25,12-03-2024,08-03-2024,0
915,186862,343132,0.78,3.16,0,3,Kharif,1.8362856011388082,0,18-01-2024,17-01-2024,0
916,294548,452205,9.16,3.81,0,2,Kharif,1.5352506212909272,0,24-06-2024,24-06-2024,0
917,266512,290037,3.26,4.48,1,6,Rabi,1.088269947,0.16666666666666666,15-04-2024,14-04-2024,0
918,251322,317688,5.18,1.77,4,2,Zaid,1.264067610475804,2,10-03-2024,28-03-2024,1
919,297749,100713,5.56,3.53,2,7,Zaid,0.3382479873987822,0.2857142857142857,13-04-2024,12-04-2024,0
920,36984,175580,4.86,1.73,2,1,Rabi,4.747458360372053,2,19-03-2024,16-03-2024,0
921,278789,461778,1.3,4.94,0,3,Zaid,1.6563709472037993,0,18-11-2024,17-11-2024,0
922,90246,246936,2.16,3.59,2,1,Rabi,2.736254238414999,2,03-04-2024,31-03-2024,0
923,76017,107676,5.34,1.1,2,6,Rabi,1.416472631121986,0.3333333333333333,21-12-2024,19-12-2024,0
924,160790,243709,8.53,3.54,3,7,Rabi,1.5156974936252254,0.42857142857142855,11-02-2024,11-02-2024,0
925,124143,194575,7.17,2.2,1,6,Rabi,1.567345722271896,0.16666666666666666,31-01-2024,29-01-2024,0
926,27961,207212,2.02,4.16,0,1,Rabi,7.410750688458925,0,18-11-2024,17-11-2024,0
927,114968,210576,4.3,4.79,3,4,Rabi,1.8316053162619164,0.75,28-01-2024,24-01-2024,0
928,219294,455882,1.33,4.75,3,7,Rabi,2.0788621667715486,0.42857142857142855,22-07-2024,21-07-2024,0
929,169805,331301,9.7,1.59,4,3,Kharif,1.9510674008421425,1.3333333333333333,09-03-2024,07-03-2024,0
930,279418,79680,4.08,4.86,4,3,Rabi,0.28516416265237027,1.3333333333333333,07-08-2024,11-09-2024,1
931,88322,368465,6.83,4.29,4,4,Kharif,4.171837141369081,1,06-12-2024,02-12-2024,0
932,150364,349045,6.84,1.5,0,2,Zaid,2.3213335638849726,0,17-06-2024,17-06-2024,0
933,107362,323120,5.6,4.44,2,4,Zaid,3.009630968126525,0.5,17-02-2024,17-02-2024,0
934,237912,298178,6.61,4.05,1,6,Rabi,1.2533121490298933,0.16666666666666666,24-12-2024,20-12-2024,0
935,295381,363730,6.41,4.74,4,6,Kharif,1.2313926758999394,0.6666666666666666,09-06-2024,08-06-2024,0
936,256403,115867,3.32,1,0,6,Zaid,0.45189408860270747,0,12-09-2024,09-09-2024,0
937,132113,269606,1.46,3.49,2,2,Kharif,2.0407227146457956,1,15-01-2024,12-01-2024,0
938,199006,422949,3.54,4.05,1,1,Kharif,2.1253077796649347,1,25-05-2024,22-05-2024,0
939,171611,368774,4.56,1.64,1,5,Kharif,2.1488948843605598,0.2,30-05-2024,26-05-2024,0
940,115310,206080,1.25,1.77,0,3,Zaid,1.7871823779377332,0,04-07-2024,30-06-2024,0
941,129331,244717,8.56,2.97,4,2,Kharif,1.8921758897712073,2,30-05-2024,30-05-2024,0
942,158982,383329,6.09,4.74,0,3,Rabi,2.411147174,0,06-08-2024,04-08-2024,0
943,159876,273777,3.67,1.43,1,5,Zaid,1.7124333858740524,0.2,11-01-2024,09-01-2024,0
944,174841,75020,4.88,2.23,2,2,Rabi,0.4290755600803015,1,16-01-2024,29-02-2024,1
945,153922,209472,6.89,2.32,0,1,Rabi,1.360897077740674,0,13-05-2024,11-05-2024,0
946,249016,288657,1.23,3.66,2,4,Zaid,1.1591905740996562,0.5,12-04-2024,12-04-2024,0
947,90400,149525,9.21,3.33,4,2,Zaid,1.654037610619469,2,30-04-2024,29-04-2024,0
948,56021,446998,3.85,3.89,2,7,Kharif,7.979114974741615,0.2857142857142857,11-10-2024,10-10-2024,0
949,247600,230109,5.18,1.33,4,7,Zaid,0.9293578352180937,0.5714285714285714,12-12-2024,12-12-2024,0
950,126833,168637,3.06,3.81,3,3,Kharif,1.3295987637286826,1,15-11-2024,12-11-2024,0
951,288137,143650,2.42,1.44,2,7,Zaid,0.49854756591482524,0.2857142857142857,23-09-2024,23-09-2024,0
952,291334,404403,7.41,1.46,2,5,Zaid,1.3881078075336213,0.4,13-06-2024,09-06-2024,0
953,236682,441065,3.48,3.48,3,4,Kharif,1.8635341935592906,0.75,01-08-2024,31-07-2024,0
954,63890,333466,4.98,4.92,4,3,Rabi,5.2193770543120985,1.3333333333333333,16-08-2024,15-08-2024,0
955,137174,196429,5.37,2.95,2,1,Kharif,1.4319696152332075,2,09-07-2024,06-07-2024,0
956,261099,291474,0.98,1.25,3,3,Kharif,1.116335183,1,21-10-2024,21-10-2024,0
957,118185,323578,9.96,3.66,4,4,Kharif,2.7378939797774677,1,01-11-2024,28-10-2024,0
958,127779,174891,5.15,2.63,2,3,Kharif,1.3686990820087808,0.6666666666666666,10-04-2024,06-04-2024,0
959,66737,443056,4.87,2.12,0,3,Rabi,6.638836028,0,04-04-2024,03-04-2024,0
960,283685,179237,0.6,4.53,3,5,Zaid,0.6318169801011686,0.6,17-11-2024,16-11-2024,0
961,168878,315116,2.5,1.47,3,6,Zaid,1.8659387249967432,0.5,06-06-2024,06-06-2024,0
962,47909,238644,1.46,1.8,2,6,Kharif,4.981193512701163,0.3333333333333333,02-09-2024,02-09-2024,0
963,151627,71323,2.49,1.29,3,7,Zaid,0.4703845621162458,0.42857142857142855,10-06-2024,08-06-2024,0
964,148041,103019,5.1,2.26,3,2,Rabi,0.695881546,1.5,27-04-2024,15-06-2024,1
965,59220,442647,2.81,4.73,0,1,Zaid,7.474620060790274,0,19-12-2024,18-12-2024,0
966,205784,286836,8.09,3.83,3,7,Zaid,1.3938692998483848,0.42857142857142855,08-07-2024,05-07-2024,0
967,160749,256900,1.65,4.94,1,4,Kharif,1.5981436898518808,0.25,21-04-2024,21-04-2024,0
968,250596,145042,5.26,2.54,1,4,Zaid,0.5787881690050919,0.25,23-03-2024,20-03-2024,0
969,225671,50834,4.21,3.66,1,2,Rabi,0.22525712209366733,0.5,27-02-2024,27-02-2024,0
970,134897,108408,2.08,4.19,3,6,Zaid,0.8036353662423923,0.5,17-04-2024,17-04-2024,0
971,297906,167798,2.15,2.35,1,7,Zaid,0.563258209,0.14285714285714285,19-11-2024,17-11-2024,0
972,184052,117194,8.44,1.86,1,3,Zaid,0.6367439636624432,0.3333333333333333,12-10-2024,10-10-2024,0
973,124292,172984,4.89,4.61,3,6,Zaid,1.3917548997521965,0.5,18-09-2024,16-09-2024,0
974,43290,424695,9.05,4.76,1,1,Rabi,9.81046431,1,14-09-2024,10-09-2024,0
975,217345,328763,6.7,2.02,3,1,Rabi,1.5126319906140009,3,20-04-2024,30-04-2024,1
976,135436,193250,5.33,1.25,3,1,Kharif,1.4268732094863994,3,09-02-2024,16-03-2024,1
977,223460,390752,4.61,4.87,1,1,Kharif,1.7486440526268683,1,27-03-2024,25-03-2024,0
978,201446,467230,3.54,4.47,0,3,Kharif,2.319380876264607,0,08-09-2024,07-09-2024,0
979,78645,422362,7.18,1.09,2,1,Rabi,5.370487634306059,2,28-10-2024,24-10-2024,0
980,152903,362865,5.5,4.24,0,1,Zaid,2.3731712262022326,0,23-06-2024,20-06-2024,0
981,144277,179999,3.51,2.37,0,5,Zaid,1.2475931714687718,0,23-07-2024,19-07-2024,0
982,84340,137236,0.78,3.47,0,5,Zaid,1.627175717334598,0,05-03-2024,02-03-2024,0
983,229720,171070,1.27,1.77,0,1,Kharif,0.7446891868361484,0,13-07-2024,11-07-2024,0
984,55851,172761,1,1.15,2,6,Zaid,3.0932481065692645,0.3333333333333333,27-04-2024,24-04-2024,0
985,187462,60292,2.81,3.98,0,6,Rabi,0.32162251549647397,0,09-09-2024,06-09-2024,0
986,133655,462492,6.88,3.54,3,4,Kharif,3.4603419251056824,0.75,20-03-2024,16-03-2024,0
987,127338,338480,3.05,5,3,7,Rabi,2.658122477,0.42857142857142855,07-05-2024,05-05-2024,0
988,90198,77197,9.7,3.16,0,2,Zaid,0.855861549,0,28-11-2024,25-11-2024,0
989,137399,106747,2.78,2.88,4,2,Kharif,0.7769124957241319,2,10-10-2024,10-11-2024,1
990,201902,418862,5.28,1.24,1,4,Zaid,2.0745807371893297,0.25,22-12-2024,22-12-2024,0
991,295478,471831,6.26,3.71,0,5,Zaid,1.5968396970332817,0,25-03-2024,21-03-2024,0
992,87300,441407,1.01,1.42,4,4,Kharif,5.056208476517755,1,25-10-2024,25-10-2024,0
993,105990,433814,6.47,3.23,4,7,Rabi,4.092971035003302,0.5714285714285714,06-02-2024,05-02-2024,0
994,159861,82125,6.66,3.91,0,6,Zaid,0.513727551,0,02-12-2024,01-12-2024,0
995,273807,208957,5.23,2.32,3,2,Zaid,0.7631543386399909,1.5,04-03-2024,06-04-2024,1
996,277137,351075,9.62,3.64,4,5,Rabi,1.2667922363307678,0.8,14-04-2024,11-04-2024,0
997,242809,160494,3.85,4.43,0,7,Zaid,0.6609886783438834,0,13-03-2024,12-03-2024,0
998,268495,283867,7.86,3.94,1,4,Kharif,1.0572524628019144,0.25,25-04-2024,23-04-2024,0
999,200449,338997,6.07,1.41,4,2,Kharif,1.6911882823062225,2,23-05-2024,23-05-2024,0
1000,78453,138478,9.44,4.53,3,5,Zaid,1.765107772,0.6,01-04-2024,30-03-2024,0
1001,71990,381065,1.7,3.12,2,4,Kharif,5.293304625642451,0.5,27-06-2024,23-06-2024,0
1002,59601,386033,9.7,2.94,2,6,Kharif,6.476955084646231,0.3333333333333333,03-02-2024,02-02-2024,0
1003,119270,378569,4.59,2.28,0,5,Zaid,3.1740504737151003,0,10-05-2024,08-05-2024,0
1004,109299,417728,3.02,3.74,0,3,Kharif,3.8218830913366086,0,20-12-2024,17-12-2024,0
1005,253983,316129,8.59,2.43,2,1,Zaid,1.2446856679384053,2,15-08-2024,11-09-2024,1
1006,208297,302773,8.07,3.19,1,4,Zaid,1.4535639015444293,0.25,22-12-2024,22-12-2024,0
1007,192903,486149,7.62,3.91,2,2,Zaid,2.5201733513734883,1,29-06-2024,27-06-2024,0
1008,236383,209826,9.72,1.45,1,4,Kharif,0.8876526653777979,0.25,19-06-2024,19-06-2024,0
1009,161707,59964,3.34,2.64,0,1,Zaid,0.37081882664324983,0,12-06-2024,08-06-2024,0
1010,102212,387523,4.03,1.1,1,1,Rabi,3.791365006065824,1,02-04-2024,02-04-2024,0
1011,204087,400218,0.84,3.63,3,4,Zaid,1.9610166252627557,0.75,07-08-2024,07-08-2024,0
1012,227500,149862,3.81,4.69,0,4,Kharif,0.6587340659340659,0,16-10-2024,14-10-2024,0
1013,261310,311084,2.71,4.38,1,7,Rabi,1.1904787417243887,0.14285714285714285,15-01-2024,15-01-2024,0
1014,247402,207217,2.64,1.85,1,5,Kharif,0.8375720487304064,0.2,16-01-2024,12-01-2024,0
1015,174404,160160,7.43,3.94,4,5,Kharif,0.9183275612944657,0.8,23-10-2024,21-10-2024,0
1016,215543,291605,0.59,1.3,2,6,Kharif,1.3528855031246665,0.3333333333333333,28-12-2024,24-12-2024,0
1017,297354,492726,7.29,3.49,0,1,Rabi,1.6570350491333563,0,13-06-2024,09-06-2024,0
1018,210043,482925,5.2,1.34,0,3,Rabi,2.299172074,0,18-09-2024,17-09-2024,0
1019,233083,168922,3.67,3.09,3,1,Zaid,0.7247289592119546,3,21-02-2024,28-02-2024,1
1020,104433,123704,7.27,2.47,4,4,Kharif,1.184529794222133,1,04-11-2024,04-11-2024,0
1021,184437,371020,2.25,3.31,4,4,Rabi,2.011635409380981,1,12-06-2024,09-06-2024,0
1022,266476,414534,4.49,3.25,3,1,Rabi,1.555614764556658,3,26-09-2024,05-11-2024,1
1023,184909,120799,8.34,1.24,4,4,Rabi,0.6532889150879622,1,08-01-2024,05-02-2024,1
1024,30514,97456,9.17,4.5,1,2,Zaid,3.193812676148653,0.5,29-05-2024,29-05-2024,0
1025,128684,376944,3.23,2,0,6,Rabi,2.929221970097293,0,31-05-2024,29-05-2024,0
1026,147602,176270,5.09,2.56,3,4,Rabi,1.1942250105012127,0.75,20-06-2024,16-06-2024,0
1027,252362,247008,4.74,3.2,3,3,Kharif,0.9787844445677242,1,03-07-2024,03-07-2024,0
1028,229097,444569,1.73,3.15,3,3,Zaid,1.9405273748674143,1,23-01-2024,21-01-2024,0
1029,266969,470088,2.85,1.15,1,6,Zaid,1.7608336548438208,0.16666666666666666,26-12-2024,26-12-2024,0
1030,256668,458654,5.27,3.9,4,6,Kharif,1.786954353483878,0.6666666666666666,02-09-2024,31-08-2024,0
1031,258697,397328,8.27,1.69,3,6,Zaid,1.5358817458261982,0.5,23-09-2024,20-09-2024,0
1032,55825,329078,4.66,4.27,0,5,Rabi,5.894814151365876,0,25-05-2024,25-05-2024,0
1033,46751,350318,6.08,1.34,3,2,Kharif,7.493272871168531,1.5,17-08-2024,15-08-2024,0
1034,246090,437486,7.13,1.36,2,7,Zaid,1.7777479783818928,0.2857142857142857,18-04-2024,15-04-2024,0
1035,110715,120793,2.3,4.57,1,7,Kharif,1.0910265095063902,0.14285714285714285,22-03-2024,19-03-2024,0
1036,244872,419153,2.77,2.67,1,7,Rabi,1.7117228592897513,0.14285714285714285,03-04-2024,02-04-2024,0
1037,214692,196826,5.82,2.44,2,2,Rabi,0.9167831125519349,1,31-07-2024,28-07-2024,0
1038,116651,296549,4.25,4.17,0,6,Kharif,2.542189951222021,0,18-10-2024,14-10-2024,0
1039,97514,140135,8.39,3.29,4,6,Zaid,1.4370757019504892,0.6666666666666666,26-01-2024,25-01-2024,0
1040,200645,223805,8.82,4.01,2,3,Kharif,1.1154277455206958,0.6666666666666666,29-01-2024,25-01-2024,0
1041,156016,98825,4.31,2.19,4,3,Kharif,0.6334286227053636,1.3333333333333333,17-05-2024,02-07-2024,1
1042,51629,480795,6.93,4.21,1,2,Rabi,9.312498789440044,0.5,25-02-2024,21-02-2024,0
1043,108697,213945,3.3,3.28,3,3,Kharif,1.9682695934570411,1,22-01-2024,21-01-2024,0
1044,298637,446848,8.09,2.07,2,4,Rabi,1.4962914843103836,0.5,16-06-2024,12-06-2024,0
1045,175075,177880,2.7,3.84,3,2,Rabi,1.0160217049835785,1.5,25-10-2024,25-10-2024,0
1046,159909,196479,4.66,1.92,4,1,Rabi,1.228692568898561,4,06-02-2024,20-03-2024,1
1047,46613,293876,0.83,3.3,4,5,Rabi,6.304593139252998,0.8,09-06-2024,08-06-2024,0
1048,65853,492606,4.87,1.89,0,2,Zaid,7.480388137214706,0,11-05-2024,07-05-2024,0
1049,252067,303516,9.47,1.02,2,2,Rabi,1.2041084314884534,1,24-06-2024,24-06-2024,0
1050,266984,106866,8.69,2.91,0,2,Rabi,0.4002711772990142,0,25-03-2024,25-03-2024,0
1051,185486,197214,10,3.9,1,6,Kharif,1.063228491638183,0.16666666666666666,15-11-2024,15-11-2024,0
1052,156262,120199,0.51,2.8,0,6,Rabi,0.7692145243245319,0,10-06-2024,10-06-2024,0
1053,275792,234544,2.02,1.66,1,1,Kharif,0.8504380112548587,1,02-03-2024,27-02-2024,0
1054,80148,359070,3.01,2.15,4,4,Kharif,4.480086839347208,1,14-07-2024,11-07-2024,0
1055,113135,116354,3.23,3.95,4,7,Kharif,1.0284527334600255,0.5714285714285714,03-12-2024,02-12-2024,0
1056,266889,477686,3.87,2.93,0,7,Kharif,1.7898302290465324,0,06-07-2024,02-07-2024,0
1057,42419,131238,9.42,4.22,0,2,Kharif,3.093849454,0,18-08-2024,14-08-2024,0
1058,179413,387747,4.29,2.27,0,4,Rabi,2.1611979065062177,0,10-08-2024,06-08-2024,0
1059,114826,409792,1.44,3.32,3,2,Kharif,3.5688084580147352,1.5,08-04-2024,04-04-2024,0
