transaction_id,buyer_id,buyer_base_delay_rate,crop_type,season,quantity,price,shipment_duration,sale_date,expected_payment_date,actual_payment_date,delay_flag
278,4,0.35,Cotton,Monsoon,391,4467.75,5,2025-03-07,2025-03-14,2025-03-22,1
279,0,0.35,Maize,Summer,942,3798.55,3,2025-04-02,2025-04-09,2025-04-23,1
280,2,0.1,Maize,Summer,906,3871.16,5,2025-02-13,2025-02-20,2025-02-20,0
281,2,0.1,Maize,Kharif,826,3618.94,6,2025-03-03,2025-03-10,2025-03-09,0
282,8,0.1,Cotton,Kharif,833,4677.43,2,2025-04-25,2025-05-02,2025-05-01,0
283,4,0.35,Soybean,Kharif,160,2635.79,6,2025-04-10,2025-04-17,2025-04-26,1
284,2,0.1,Maize,Rabi,303,2027.13,9,2025-03-11,2025-03-18,2025-03-25,1
285,9,0.1,Wheat,Kharif,554,4986.55,7,2025-05-05,2025-05-12,2025-05-11,0
286,9,0.1,Wheat,Rabi,464,3130.39,2,2025-05-29,2025-06-05,2025-06-05,0
287,8,0.1,Rice,Kharif,614,3686.15,6,2025-03-09,2025-03-16,2025-03-16,0
288,7,0.1,Soybean,Rabi,750,4751.99,8,2025-05-13,2025-05-20,2025-05-20,0
289,2,0.1,Rice,Rabi,1137,1686.72,3,2025-04-30,2025-05-07,2025-05-07,0
290,3,0.1,Cotton,Kharif,1017,2046.72,8,2025-05-30,2025-06-06,2025-06-14,1
291,8,0.1,Soybean,Rabi,474,2100.02,9,2025-05-11,2025-05-18,2025-05-17,0
292,6,0.65,Cotton,Monsoon,975,2742.24,7,2025-06-07,2025-06-14,2025-06-17,1
293,1,0.1,Maize,Rabi,1051,2188.29,6,2025-03-14,2025-03-21,2025-03-21,0
294,6,0.65,Soybean,Kharif,984,1718.38,5,2025-01-12,2025-01-19,2025-01-22,1
295,9,0.1,Rice,Monsoon,862,3141.88,7,2025-01-15,2025-01-22,2025-01-29,1
296,6,0.65,Wheat,Kharif,209,3707.03,9,2025-02-18,2025-02-25,2025-03-03,1
297,2,0.1,Maize,Summer,889,3195.88,8,2025-01-10,2025-01-17,2025-01-16,0
298,1,0.1,Cotton,Rabi,1090,2884.98,8,2025-01-09,2025-01-16,2025-01-15,0
299,4,0.35,Wheat,Rabi,778,3468.94,10,2025-03-23,2025-03-30,2025-04-10,1
300,9,0.1,Wheat,Monsoon,286,4168.56,9,2025-05-14,2025-05-21,2025-05-21,0
301,9,0.1,Soybean,Kharif,219,2148.45,4,2025-05-30,2025-06-06,2025-06-05,0
302,8,0.1,Soybean,Kharif,798,2681.18,6,2025-06-18,2025-06-25,2025-06-25,0
303,1,0.1,Maize,Summer,1037,4274.08,5,2025-06-13,2025-06-20,2025-06-23,1
304,3,0.1,Maize,Kharif,427,2226.39,11,2025-06-05,2025-06-12,2025-06-12,0
305,2,0.1,Soybean,Monsoon,337,4396.44,6,2025-03-22,2025-03-29,2025-04-08,1
306,4,0.35,Wheat,Summer,570,3692.13,2,2025-04-21,2025-04-28,2025-04-28,0
307,9,0.1,Cotton,Kharif,1052,2161.99,2,2025-04-25,2025-05-02,2025-05-15,1
308,3,0.1,Cotton,Monsoon,489,2780.6,7,2025-02-23,2025-03-02,2025-03-01,0
309,3,0.1,Cotton,Rabi,1186,1645.25,8,2025-05-27,2025-06-03,2025-06-02,0
310,0,0.35,Cotton,Rabi,276,2485.66,11,2025-04-15,2025-04-22,2025-04-21,0
311,4,0.35,Soybean,Monsoon,309,4970.94,2,2025-04-24,2025-05-01,2025-05-07,1
312,7,0.1,Soybean,Summer,1019,3148.36,11,2025-04-14,2025-04-21,2025-05-03,1
313,6,0.65,Cotton,Summer,559,4527.37,11,2025-06-27,2025-07-04,2025-07-10,1
314,2,0.1,Soybean,Monsoon,248,3004.85,2,2025-04-26,2025-05-03,2025-05-11,1
315,2,0.1,Maize,Rabi,169,4658.45,8,2025-04-14,2025-04-21,2025-04-21,0
316,6,0.65,Wheat,Monsoon,672,4229.96,11,2025-02-25,2025-03-04,2025-03-17,1
317,8,0.1,Cotton,Rabi,207,1861.43,11,2025-05-05,2025-05-12,2025-05-11,0
318,0,0.35,Cotton,Summer,642,1684.68,2,2025-04-21,2025-04-28,2025-05-01,1
319,4,0.35,Maize,Kharif,121,3170.73,9,2025-03-31,2025-04-07,2025-04-10,1
320,6,0.65,Cotton,Monsoon,171,4329.42,7,2025-06-08,2025-06-15,2025-06-15,0
321,6,0.65,Rice,Summer,125,4779.88,11,2025-05-26,2025-06-02,2025-06-08,1
322,1,0.1,Rice,Monsoon,674,4784.69,4,2025-04-10,2025-04-17,2025-04-17,0
323,5,0.35,Maize,Monsoon,1188,3054.4,5,2025-05-22,2025-05-29,2025-06-05,1
324,4,0.35,Maize,Monsoon,336,3985.4,4,2025-06-20,2025-06-27,2025-06-27,0
325,5,0.35,Soybean,Kharif,1075,2911.24,11,2025-04-27,2025-05-04,2025-05-13,1
326,3,0.1,Soybean,Rabi,1127,4188.45,7,2025-06-17,2025-06-24,2025-06-23,0
327,0,0.35,Wheat,Rabi,910,4924.24,5,2025-05-13,2025-05-20,2025-05-28,1
328,4,0.35,Cotton,Summer,1072,4966.16,4,2025-01-14,2025-01-21,2025-01-24,1
329,4,0.35,Soybean,Rabi,1192,2575.26,8,2025-04-22,2025-04-29,2025-05-10,1
330,2,0.1,Cotton,Summer,215,2674.68,11,2025-05-29,2025-06-05,2025-06-13,1
331,4,0.35,Cotton,Kharif,153,2247.94,2,2025-03-31,2025-04-07,2025-04-06,0
332,6,0.65,Wheat,Monsoon,1098,1521.9,11,2025-03-13,2025-03-20,2025-03-29,1
333,1,0.1,Rice,Summer,564,2291.28,6,2025-02-05,2025-02-12,2025-02-11,0
334,3,0.1,Rice,Monsoon,896,2670.4,5,2025-04-16,2025-04-23,2025-04-23,0
335,8,0.1,Soybean,Monsoon,1017,1939.48,3,2025-02-14,2025-02-21,2025-02-26,1
336,0,0.35,Cotton,Monsoon,1031,1927.39,4,2025-03-20,2025-03-27,2025-04-07,1
337,6,0.65,Cotton,Monsoon,377,3849.45,3,2025-04-05,2025-04-12,2025-04-21,1
338,7,0.1,Maize,Summer,387,3667.86,5,2025-01-17,2025-01-24,2025-01-23,0
339,3,0.1,Maize,Monsoon,405,2387.54,2,2025-03-06,2025-03-13,2025-03-13,0
340,9,0.1,Maize,Rabi,917,3858.44,4,2025-04-23,2025-04-30,2025-04-29,0
341,2,0.1,Wheat,Rabi,877,3923.24,9,2025-04-28,2025-05-05,2025-05-04,0
342,2,0.1,Maize,Kharif,435,2694.62,11,2025-03-14,2025-03-21,2025-03-20,0
343,4,0.35,Soybean,Rabi,1022,3716.94,10,2025-01-12,2025-01-19,2025-01-26,1
344,0,0.35,Rice,Rabi,413,2923.07,9,2025-01-22,2025-01-29,2025-01-28,0
345,6,0.65,Cotton,Monsoon,294,2387.72,6,2025-05-20,2025-05-27,2025-05-30,1
346,2,0.1,Soybean,Monsoon,655,3774.26,5,2025-03-20,2025-03-27,2025-03-27,0
347,5,0.35,Wheat,Rabi,289,3391.05,9,2025-05-13,2025-05-20,2025-05-20,0
348,7,0.1,Maize,Rabi,171,1832.38,5,2025-06-16,2025-06-23,2025-06-23,0
349,0,0.35,Maize,Rabi,292,2620.1,6,2025-06-06,2025-06-13,2025-06-12,0
350,1,0.1,Maize,Kharif,311,3952.14,10,2025-01-19,2025-01-26,2025-02-03,1
351,6,0.65,Soybean,Rabi,957,1878.16,11,2025-05-17,2025-05-24,2025-05-30,1
352,1,0.1,Maize,Kharif,765,2534.83,7,2025-05-14,2025-05-21,2025-05-20,0
353,4,0.35,Wheat,Monsoon,475,1761.23,8,2025-06-03,2025-06-10,2025-06-18,1
354,1,0.1,Rice,Summer,217,2560.56,5,2025-02-18,2025-02-25,2025-02-25,0
355,8,0.1,Wheat,Kharif,412,2822.44,7,2025-01-14,2025-01-21,2025-01-26,1
356,1,0.1,Soybean,Monsoon,721,4591.46,4,2025-03-05,2025-03-12,2025-03-11,0
357,9,0.1,Cotton,Summer,1108,2030.01,11,2025-02-19,2025-02-26,2025-03-06,1
358,2,0.1,Cotton,Monsoon,526,3943.69,5,2025-02-04,2025-02-11,2025-02-10,0
359,0,0.35,Rice,Kharif,476,2887.09,4,2025-01-04,2025-01-11,2025-01-11,0
360,4,0.35,Maize,Summer,1189,3705.33,5,2025-01-01,2025-01-08,2025-01-20,1
361,2,0.1,Wheat,Kharif,706,4984.73,10,2025-01-12,2025-01-19,2025-01-27,1
362,7,0.1,Cotton,Summer,370,3636.32,8,2025-01-03,2025-01-10,2025-01-19,1
363,8,0.1,Wheat,Kharif,679,2197.94,5,2025-01-22,2025-01-29,2025-01-28,0
364,7,0.1,Rice,Rabi,323,2271.71,8,2025-05-30,2025-06-06,2025-06-13,1
365,0,0.35,Soybean,Monsoon,1024,1543.19,4,2025-02-04,2025-02-11,2025-02-19,1
366,9,0.1,Wheat,Rabi,550,1749.04,8,2025-01-09,2025-01-16,2025-01-15,0
367,3,0.1,Wheat,Summer,212,3759.5,2,2025-04-23,2025-04-30,2025-04-30,0
368,5,0.35,Soybean,Rabi,270,3917.54,6,2025-05-21,2025-05-28,2025-06-10,1
369,5,0.35,Soybean,Summer,913,4959.89,4,2025-01-24,2025-01-31,2025-02-09,1
370,2,0.1,Cotton,Summer,912,3162.81,3,2025-05-27,2025-06-03,2025-06-03,0
371,7,0.1,Maize,Summer,662,4088.89,7,2025-03-23,2025-03-30,2025-03-29,0
372,5,0.35,Maize,Kharif,1160,3922.18,3,2025-02-07,2025-02-14,2025-02-23,1
373,4,0.35,Soybean,Kharif,335,4055.61,7,2025-06-02,2025-06-09,2025-06-09,0
374,3,0.1,Rice,Rabi,590,2724.49,2,2025-04-01,2025-04-08,2025-04-08,0
375,0,0.35,Maize,Kharif,439,3947.69,10,2025-01-21,2025-01-28,2025-02-09,1
376,2,0.1,Rice,Rabi,1036,2139.63,11,2025-02-07,2025-02-14,2025-02-22,1
377,3,0.1,Rice,Kharif,992,1938.81,4,2025-06-22,2025-06-29,2025-07-02,1
378,6,0.65,Rice,Kharif,627,2535.12,10,2025-06-11,2025-06-18,2025-07-02,1
379,2,0.1,Cotton,Summer,1193,3653.97,8,2025-01-18,2025-01-25,2025-01-24,0
380,2,0.1,Soybean,Summer,371,2664.73,10,2025-01-20,2025-01-27,2025-01-27,0
381,2,0.1,Maize,Kharif,716,4579.13,10,2025-02-11,2025-02-18,2025-02-24,1
382,5,0.35,Rice,Monsoon,671,2233.92,9,2025-06-06,2025-06-13,2025-06-25,1
383,8,0.1,Maize,Summer,592,3850.98,11,2025-03-11,2025-03-18,2025-03-23,1
384,7,0.1,Wheat,Rabi,1055,2442.07,9,2025-02-04,2025-02-11,2025-02-11,0
385,4,0.35,Maize,Rabi,210,2435.95,4,2025-03-24,2025-03-31,2025-04-12,1
386,4,0.35,Cotton,Kharif,1013,4807.58,10,2025-03-16,2025-03-23,2025-04-04,1
387,0,0.35,Soybean,Rabi,787,2650.88,9,2025-06-28,2025-07-05,2025-07-04,0
388,9,0.1,Rice,Monsoon,1158,4555.65,7,2025-01-01,2025-01-08,2025-01-08,0
389,7,0.1,Rice,Kharif,789,2906.28,6,2025-06-25,2025-07-02,2025-07-02,0
390,0,0.35,Wheat,Rabi,514,1996.98,9,2025-03-20,2025-03-27,2025-04-04,1
391,8,0.1,Maize,Monsoon,451,3539.2,5,2025-03-20,2025-03-27,2025-03-26,0
392,3,0.1,Cotton,Kharif,491,2888.64,3,2025-02-25,2025-03-04,2025-03-03,0
393,9,0.1,Cotton,Monsoon,724,1980.77,11,2025-06-16,2025-06-23,2025-06-22,0
394,1,0.1,Cotton,Monsoon,808,4517.27,3,2025-03-05,2025-03-12,2025-03-11,0
395,7,0.1,Soybean,Summer,426,4750.83,2,2025-05-05,2025-05-12,2025-05-11,0
396,9,0.1,Cotton,Kharif,571,1636.35,9,2025-06-20,2025-06-27,2025-07-06,1
397,8,0.1,Soybean,Kharif,925,1631.94,8,2025-02-09,2025-02-16,2025-02-15,0
398,4,0.35,Cotton,Monsoon,1016,3371.31,10,2025-06-28,2025-07-05,2025-07-15,1
399,6,0.65,Soybean,Monsoon,635,3381.55,8,2025-03-01,2025-03-08,2025-03-13,1
